,Symbol,Name,Industry,IndustryCode
423,LANC,Lancaster Colony Corp,식품 및 담배,541020
424,HELE,Helen of Troy Ltd,가정용품,532040
425,CHX,ChampionX Corp,오일 및 가스 장비 및 서비스,501030
426,TGTX,TG Therapeutics Inc,생명과학 및 메디컬 리서치,562020
427,DSEY,Diversey Holdings Ltd,화학,511010
428,SDGR,Schrodinger Inc,소프트웨어 및 IT서비스,572010
429,GBCI,Glacier Bancorp Inc,은행,551010
430,DCT,Duck Creek Technologies Inc,소프트웨어 및 IT서비스,572010
431,IBRX,Immunitybio Inc,생명과학 및 메디컬 리서치,562020
432,BEAM,Beam Therapeutics Inc,생명과학 및 메디컬 리서치,562020
433,SAIA,Saia Inc,화물 및 물류 서비스,524050
434,ESGR,Enstar Group Ltd,보험,553010
435,IONS,Ionis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
436,PPC,Pilgrims Pride Corp,식품 및 담배,541020
437,KRNT,Kornit Digital Ltd,"건설장비 및 대형차, 기차, 배",521020
438,CHK,Chesapeake Energy Corp,오일 및 가스,501020
439,LEGN,Legend Biotech Corp ADR,생명과학 및 메디컬 리서치,562020
440,WOOF,Petco Health and Wellness Company Inc Class A,전문품 상점,534030
441,NTLA,Intellia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
442,RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
443,BLDP,Ballard Power Systems Inc,재생에너지,502010
444,WEN,Wendys Co,호텔 및 엔터테인먼트,533010
445,OZK,Bank Ozk,은행,551010
446,OCDX,Ortho Clinical Diagnostics Holdings PLC,헬스케어 장비 및 용품,561010
447,EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
448,SYNA,Synaptics Inc,"컴퓨터, 전화 및 가전제품",571060
449,ALGM,Allegro Microsystems Inc,반도체 및 반도체 장비,571010
450,NEO,Neogenomics Inc,헬스케어 업체 및 서비스,561020
451,SHLS,Shoals Technologies Group Inc Class A,재생에너지,502010
452,CLOV,Clover Health Investments Corp Class A,헬스케어 장비 및 용품,561010
453,LAWS,Lawson Products Inc,"건설장비 및 대형차, 기차, 배",521020
454,FEYE,FireEye Inc,소프트웨어 및 IT서비스,572010
455,LPRO,Open Lending Corp Class A,전문 및 상업 서비스,522030
456,RETA,Reata Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
457,KNBE,Knowbe4 Inc Class A,소프트웨어 및 IT서비스,572010
458,CIGI,Colliers International Group Inc,부동산 운영 관리,601010
459,JOBS,51job Inc ADR,전문 및 상업 서비스,522030
460,INOV,Inovalon Holdings Inc Class A,소프트웨어 및 IT서비스,572010
461,POWI,Power Integrations Inc,반도체 및 반도체 장비,571010
462,GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
463,ROLL,RBC Bearings Inc,"건설장비 및 대형차, 기차, 배",521020
464,LBTYA,Liberty Global PLC Class A,미디어 및 출판,533020
465,DISCA,Discovery Inc Series A,미디어 및 출판,533020
466,QRTEA,Qurate Retail Inc Series A,다양한 소매업,534020
467,NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
468,ALHC,Alignment Healthcare Inc,헬스케어 업체 및 서비스,561020
469,DRVN,Driven Brands Holdings Inc,"개인, 가정 용품 및 서비스",542010
470,RRR,Red Rock Resorts Inc Class A,호텔 및 엔터테인먼트,533010
471,GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
472,UBSI,United Bankshares Inc,은행,551010
473,BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
474,APPF,Appfolio Inc Class A,소프트웨어 및 IT서비스,572010
475,NWS,News Corp Class B,미디어 및 출판,533020
476,APLS,Apellis Pharmaceuticals Inc,제약,562010
477,CDNA,CareDx Inc,생명과학 및 메디컬 리서치,562020
478,PACW,PacWest Bancorp,은행,551010
479,GRFS,Grifols SA ADR,제약,562010
480,QDEL,Quidel Corp,헬스케어 장비 및 용품,561010
481,EVBG,Everbridge Inc,소프트웨어 및 IT서비스,572010
482,ALLK,Allakos Inc,생명과학 및 메디컬 리서치,562020
483,NOVT,Novanta Inc,전자 장비 및 부품,571040
484,EXPO,Exponent Inc,전문 및 상업 서비스,522030
485,LESL,Leslie's Inc,레저 상품,532050
486,ALTR,Altair Engineering Inc Class A,소프트웨어 및 IT서비스,572010
487,AMRS,Amyris Inc,화학,511010
488,CELH,Celsius Holdings Inc,음료,541010
489,ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
490,HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
491,ONEM,1Life Healthcare Inc,헬스케어 업체 및 서비스,561020
492,CRUS,Cirrus Logic Inc,반도체 및 반도체 장비,571010
493,SPWR,SunPower Corp,재생에너지,502010
494,SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
495,SIGI,Selective Insurance Group Inc,보험,553010
496,TENB,Tenable Holdings Inc,소프트웨어 및 IT서비스,572010
497,ACIW,ACI Worldwide Inc,소프트웨어 및 IT서비스,572010
498,PRVA,Privia Health Group Inc,헬스케어 업체 및 서비스,561020
499,TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
500,SLGN,Silgan Holdings Inc,용기 및 포장,513020
501,PDCE,PDC Energy Inc,오일 및 가스,501020
502,API,Agora Inc ADR,소프트웨어 및 IT서비스,572010
503,NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
504,SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
505,UMBF,UMB Financial Corp,은행,551010
506,UFPI,Ufp Industries Inc,종이 및 임산물,513010
507,FIZZ,National Beverage Corp,음료,541010
508,ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
509,CCMP,CMC Materials Inc,반도체 및 반도체 장비,571010
510,WTFC,Wintrust Financial Corp,은행,551010
511,ZY,Zymergen Inc,"개인, 가정 용품 및 서비스",542010
512,LSXMA,Liberty Media Corp Series A,미디어 및 출판,533020
513,ABCM,Abcam PLC ADR,제약,562010
514,ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
515,WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
516,GSHD,Goosehead Insurance Inc Class A,보험,553010
517,FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
518,SANA,Sana Biotechnology Inc,생명과학 및 메디컬 리서치,562020
519,FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
520,SMTC,Semtech Corp,반도체 및 반도체 장비,571010
521,BCPC,Balchem Corp,식품 및 담배,541020
522,CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
523,KOD,Kodiak Sciences Inc,생명과학 및 메디컬 리서치,562020
524,QLYS,Qualys Inc,소프트웨어 및 IT서비스,572010
525,HCM,HUTCHMED (China) Ltd ADR,제약,562010
526,PINC,Premier Inc Class A,헬스케어 업체 및 서비스,561020
527,CERT,Certara Inc,소프트웨어 및 IT서비스,572010
528,COMM,CommScope Holding Company Inc,커뮤니케이션 및 네트워킹,571020
529,SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
530,BIGC,Bigcommerce Holdings Inc Series 1,소프트웨어 및 IT서비스,572010
531,LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
532,HOMB,Home BancShares Inc,은행,551010
533,TIGO,Millicom International Cellular SA,통신 서비스,574010
534,ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
535,AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
536,PPBI,Pacific Premier Bancorp Inc,은행,551010
537,ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
538,HAIN,Hain Celestial Group Inc,식품 및 담배,541020
539,LPSN,LivePerson Inc,소프트웨어 및 IT서비스,572010
540,RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
541,MTSI,MACOM Technology Solutions Holdings Inc,반도체 및 반도체 장비,571010
542,LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
543,LYEL,Lyell Immunopharma Inc,생명과학 및 메디컬 리서치,562020
544,LOPE,Grand Canyon Education Inc,교육서비스,631010
545,MGNI,Magnite Inc,소프트웨어 및 IT서비스,572010
546,AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
547,VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
548,TIGR,UP Fintech Holding Ltd ADR,투자은행 및 서비스,551020
549,UMPQ,Umpqua Holdings Corp,은행,551010
550,AVT,Avnet Inc,전자 장비 및 부품,571040
551,ANAT,American National Group Inc,보험,553010
552,VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
553,ARNA,Arena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
554,TRUP,Trupanion Inc,보험,553010
555,ULCC,Frontier Group Holdings Inc,화물 및 물류 서비스,524050
556,AEIS,Advanced Energy Industries Inc,반도체 및 반도체 장비,571010
557,EBC,Eastern Bankshares Inc,은행,551010
558,ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
559,TPTX,Turning Point Therapeutics Inc,생명과학 및 메디컬 리서치,562020
560,SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
561,HWC,Hancock Whitney Corp,은행,551010
562,FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
563,EYE,National Vision Holdings Inc,전문품 상점,534030
564,SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
565,BHF,Brighthouse Financial Inc,보험,553010
566,ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
567,COKE,Coca-Cola Consolidated Inc,음료,541010
568,OSTK,Overstock.com Inc,소프트웨어 및 IT서비스,572010
569,KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
570,SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
571,ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
572,LGIH,LGI Homes Inc,주택건설,532030
573,NEGG,Newegg Commerce Inc,헬스케어 장비 및 용품,561010
574,MRCY,Mercury Systems Inc,우주항공 및 국방,521010
575,RCII,Rent-A-Center Inc,전문품 상점,534030
576,BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
577,IOVA,Iovance Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
578,JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
579,URBN,Urban Outfitters Inc,전문품 상점,534030
580,CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
581,STMP,Stamps.Com Inc,소프트웨어 및 IT서비스,572010
582,OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
583,ACVA,ACV Auctions Inc Class A,소프트웨어 및 IT서비스,572010
584,OLK,Olink Holding AB (publ) ADR,사무기기,571050
585,BECN,Beacon Roofing Supply Inc,주택건설,532030
586,KNSL,Kinsale Capital Group Inc,보험,553010
587,ABCB,Ameris Bancorp,은행,551010
588,CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
589,MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
590,AGIO,Agios Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
591,FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
592,CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
593,FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
594,SFBS,ServisFirst Bancshares Inc,은행,551010
595,AHCO,Adapthealth Corp Class A,헬스케어 장비 및 용품,561010
596,FHB,First Hawaiian Inc,은행,551010
597,AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
598,VG,Vonage Holdings Corp,통신 서비스,574010
599,CDLX,Cardlytics Inc,미디어 및 출판,533020
600,GOCO,Gohealth Inc Class A,보험,553010
601,INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
602,POSH,Poshmark Inc Class A,소프트웨어 및 IT서비스,572010
603,SAFM,Sanderson Farms Inc,식품 및 담배,541020
604,ISBC,Investors Bancorp Inc,은행,551010
605,IHRT,iHeartMedia Inc Class A,미디어 및 출판,533020
606,ALGT,Allegiant Travel Co,운송업,524060
607,SSRM,SSR Mining Inc,메탈&마이닝,512010
608,NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
609,EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
610,SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
611,VSAT,ViaSat Inc,커뮤니케이션 및 네트워킹,571020
612,ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
613,SDC,SmileDirectClub Inc Class A,헬스케어 장비 및 용품,561010
614,SHOO,Steven Madden Ltd,섬유 및 의류,532020
615,VNET,21Vianet Group Inc ADR,소프트웨어 및 IT서비스,572010
616,PCH,PotlatchDeltic Corp,주택 및 상업용 리츠,601020
617,ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
618,KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
619,ALLO,Allogene Therapeutics Inc,생명과학 및 메디컬 리서치,562020
620,WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
621,DIOD,Diodes Inc,반도체 및 반도체 장비,571010
622,MIME,Mimecast Ltd,소프트웨어 및 IT서비스,572010
623,ASO,Academy Sports & Outdoors Inc,전문품 상점,534030
624,CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
625,NAVI,Navient Corp,은행,551010
626,SWIM,Latham Group Inc,화학,511010
627,MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
628,NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
629,SMPL,Simply Good Foods Co,식품 및 담배,541020
630,PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
631,PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
632,FCFS,FirstCash Inc,은행,551010
633,PSEC,Prospect Capital Corp,다양한 금융서비스,555010
634,CSOD,Cornerstone OnDemand Inc,소프트웨어 및 IT서비스,572010
635,GO,Grocery Outlet Holding Corp,식품 및 약품소매,543010
636,JJSF,J & J Snack Foods Corp,식품 및 담배,541020
637,FLYW,Flywire Corp,전문 및 상업 서비스,522030
638,AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
639,INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
640,TCBI,Texas Capital Bancshares Inc,은행,551010
641,CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
642,BLI,Berkeley Lights Inc,헬스케어 장비 및 용품,561010
643,SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
644,KTOS,Kratos Defense and Security Solutions Inc,우주항공 및 국방,521010
645,BAND,Bandwidth Inc Class A,통신 서비스,574010
646,IBTX,Independent Bank Group Inc,은행,551010
647,VC,Visteon Corp,자동차 및 자동차 부품,531010
648,MVIS,MicroVision Inc,전자 장비 및 부품,571040
649,RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
650,NWE,NorthWestern Corp,전기 유틸리티,591010
651,SFNC,Simmons First National Corp Class A,은행,551010
652,SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
653,REGI,Renewable Energy Group Inc,재생에너지,502010
654,MNTV,Momentive Global Inc,소프트웨어 및 IT서비스,572010
655,CATY,Cathay General Bancorp,은행,551010
656,DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
657,CRON,Cronos Group Inc,제약,562010
658,STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
659,MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
660,INNV,InnovAge Holding Corp,헬스케어 업체 및 서비스,561020
661,SAVA,Cassava Sciences Inc,생명과학 및 메디컬 리서치,562020
662,NKTR,Nektar Therapeutics,생명과학 및 메디컬 리서치,562020
663,MAPS,WM Technology Inc Class A,,
664,BBBY,Bed Bath & Beyond Inc,전문품 상점,534030
665,ACCD,Accolade Inc,헬스케어 업체 및 서비스,561020
666,MOMO,Momo Inc ADR,소프트웨어 및 IT서비스,572010
667,PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
668,VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
669,CRSR,Corsair Gaming Inc,"컴퓨터, 전화 및 가전제품",571060
670,AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
671,ONB,Old National Bancorp,은행,551010
672,MARA,Marathon Digital Holdings Inc,핀테크,573010
673,TWOU,2U Inc,소프트웨어 및 IT서비스,572010
674,LAUR,Laureate Education Inc Class A,교육서비스,631010
675,VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
676,WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
677,TREE,LendingTree Inc,은행,551010
678,BNR,Burning Rock Biotech Ltd ADR,헬스케어 업체 및 서비스,561020
679,TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
680,AUB,Atlantic Union Bankshares Corp,은행,551010
681,CVBF,CVB Financial Corp,은행,551010
682,VEON,VEON Ltd ADR,통신 서비스,574010
683,FCEL,Fuelcell Energy Inc,재생에너지,502010
684,BCRX,BioCryst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
685,COOP,Mr Cooper Group Inc,은행,551010
686,RIOT,Riot Blockchain Inc,핀테크,573010
687,COLB,Columbia Banking System Inc,은행,551010
688,CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
689,TASK,Taskus Inc Class A,전문 및 상업 서비스,522030
690,NVMI,Nova Measuring Instruments Ltd,반도체 및 반도체 장비,571010
691,IBOC,International Bancshares Corp,은행,551010
692,UCBI,United Community Banks Inc,은행,551010
693,BZUN,Baozun Inc ADR,소프트웨어 및 IT서비스,572010
694,ALKT,Alkami Technology Inc,소프트웨어 및 IT서비스,572010
695,VCEL,Vericel Corp,제약,562010
696,CYRX,Cryoport Inc,화물 및 물류 서비스,524050
697,NSTG,NanoString Technologies Inc,헬스케어 장비 및 용품,561010
698,RCKT,Rocket Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
699,ROOT,Root Inc Class A,보험,553010
700,PSMT,PriceSmart Inc,다양한 소매업,534020
701,AVAV,AeroVironment Inc,우주항공 및 국방,521010
702,MGEE,MGE Energy Inc,전기 유틸리티,591010
703,CSQ,Calamos Strategic Total Return Fund,다양한 금융서비스,555010
704,AXNX,Axonics Inc,헬스케어 장비 및 용품,561010
705,DRNA,Dicerna Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
706,BRP,BRP Group Inc Class A,보험,553010
707,CMPR,Cimpress PLC,전문 및 상업 서비스,522030
708,MLHR,Herman Miller Inc,전문 및 상업 서비스,522030
